1	633.7 	730
2	628.8 	730
3	725.6 	730
4	670.8 	730
5	718.1 	730
6	752.0 	730
7	714.2 	730
8	740.5 	730
9	817.2 	730
10	721.8 	730
11	710.3 	730
12	741.7 	730
13	827.0 	730
14	824.9 	730
15	726.2 	730
16	813.4 	730
17	780.7 	730
18	828.2 	730
19	804.6 	730
20	816.2 	730
21	836.9 	730
22	735.2 	730
23	800.6 	730
24	814.7 	730
25	757.2 	730
26	849.2 	730
27	696.5 	730
28	796.0 	730
29	802.7 	730
30	833.5 	730
31	807.8 	730
32	785.8 	730
33	760.7 	730
34	809.7 	730
35	778.6 	730
36	818.9 	730
37	789.5 	730
38	791.2 	730
39	842.5 	730
40	875.9 	730
41	847.3 	730
42	894.7 	730
43	855.5 	730
44	836.5 	730
45	763.9 	730
46	820.3 	730
47	780.2 	730
48	828.7 	730
49	838.2 	730
50	910.7 	730
51	921.0 	730
52	711.5 	730
53	694.7 	730
54	811.4 	730
55	733.1 	730
56	749.9 	730
57	733.8 	730
58	849.4 	730
59	846.5 	730
60	802.9 	730
61	823.9 	730
62	814.6 	730
63	777.4 	730
64	797.3 	730
65	781.5 	730
66	931.4 	730
