1	2882.3
2	2895.6
3	2921.1
4	2913.1
5	2968.9
6	2996.1
7	3020.0
8	3070.2
9	3110.8
10	3170.2
11	3219.1
12	3294.6
13	3354.8
14	3353.4
15	3365.3
16	3355.5
17	3326.2
18	3337.9
19	3351.6
20	3302.5
21	3330.1
22	3385.7
23	3434.1
24	3470.5
25	3539.9
26	3572.4
27	3610.3
28	3657.5
29	3699.3
30	3719.7
31	3755.2
32	3811.8
33	3833.8
34	3915.6
35	3932.0
36	3963.5
37	3983.6
38	3981.3
39	4020.4
40	4031.2
41	4025.0
42	3934.5
43	3976.9
44	4029.6
45	4050.8
46	4050.1
47	4066.4
48	4035.9
49	4062.6
50	4077.6
51	4109.1
52	4184.1
53	4224.8
54	4308.4
55	4384.0
56	4453.1
57	4490.9
58	4554.9
59	4589.9
60	4650.6
61	4729.7
62	4774.1
63	4865.8
64	4878.3
65	4919.6
66	4974.6
67	5064.7
68	5097.1
69	5097.9
70	5168.6
71	5228.5
72	5239.5
73	5332.7
74	5371.8
75	5417.7
76	5479.7
77	5505.0
78	5530.9
79	5585.9
80	5610.5
81	5658.7
82	5676.4
83	5699.3
84	5656.2
85	5636.7
86	5684.0
87	5711.6
88	5710.1
89	5817.3
90	5857.2
91	5920.6
92	5991.1
93	6013.8
94	6067.8
95	6134.8
96	6189.1
97	6260.1
98	6308.6
99	6357.5
100	6425.9
101	6442.9
102	6500.7
103	6560.3
104	6606.4
105	6667.7
106	6740.1
107	6780.7
108	6834.0
109	6906.1
110	6937.4
111	7056.1
112	7139.9
113	7213.6
114	7341.0
115	7437.5
116	7546.8
117	7618.7
118	7731.5
119	7819.3
120	7934.1
121	8054.9
122	8132.2
123	8211.3
124	8284.4
125	8319.4
126	8340.8
127	8371.2
128	8499.1
129	8524.6
130	8568.1
131	8628.0
132	8674.4
133	8712.5
134	8809.5
135	8939.4
136	9008.8
137	9096.4
138	9155.5
139	9243.0
140	9337.8
141	9409.2
142	9511.5
143	9585.2
144	9621.3
145	9729.2
146	9781.0
147	9838.1
148	9938.4
149	9990.7
150	10024.6
151	10069.2
152	10081.8
153	10061.0
154	10077.9
155	10005.1
156	9884.7
157	9850.8
158	9806.4
159	9865.9
160	9864.8
161	9917.7
162	9998.4
163	10063.1
164	10166.1
